claim,claim_label,claim_id
"Earth’s climate is now changing faster than at any point in the history of modern civilization, primarily as a result of human activities.",0,1531
"Warming of the climate system is unequivocal, and since the 1950s, many of the observed changes are unprecedented over decades to millennia.",0,1532
"The atmosphere and ocean have warmed, the amounts of snow and ice have diminished, and sea level has risen.",0,1533
Climate change is due to cosmic rays.,3,1539
Sea level rise due to global warming is exaggerated.,1,1541
Medieval Warm Period was warmer than the climate warming today.,2,1543
Arctic icemelt is a natural cycle.,1,1544
Increasing CO2 in the atmosphere has little to no effect.,1,1545
Human CO2 is a tiny fraction of CO2 emissions.,1,1546
Water vapor is the most powerful greenhouse gas.,0,1547
Polar bear numbers are increasing.,1,1548
There's no empirical evidence for climate change.,1,1549
We're coming out of the Little Ice Age.,2,1551
2009-2010 winter saw record cold spells.,0,1553
Climate change is because of El Niño.,0,1555
Climate change is because of Pacific Decadal Oscillation.,0,1557
2nd law of thermodynamics contradicts greenhouse theory.,2,1558
Clouds provide negative feedback.,3,1559
Sea level rise predictions are exaggerated.,1,1560
Methane is the only cause of climate change.,2,1562
They changed the name from 'global warming' to 'climate change'.,0,1565
Solar Cycle Length proves its the sun.,2,1566
IPCC overestimate temperature rise.,1,1567
Southern sea ice is increasing.,1,1568
Sea level rise is decelerating.,1,1569
Humans are too insignificant to affect global climate.,1,1570
Phil Jones says no global warming since 1995.,1,1572
Arctic sea ice loss is matched by Antarctic sea ice gain.,3,1575
Solar cycles cause global warming.,2,1576
"Over 31,000 scientists signed the OISM Petition Project.",0,1577
Less than half of published scientists endorse global warming.,1,1578
A drop in volcanic activity caused warming.,2,1579
Plant stomata show higher and more variable CO2 levels.,2,1580
Tuvalu sea level isn't rising.,1,1582
Renewables can't provide baseload power.,1,1584
Ice Sheet losses are overestimated.,1,1586
Melting ice isn't warming the Arctic.,1,1588
Murry Salby finds CO2 rise is natural.,3,1591
97% consensus on human-caused global warming has been disproven.,1,1592
Water vapor in the stratosphere stopped global warming.,0,1594
Adapting to global warming is cheaper than preventing it.,3,1598
CERN CLOUD experiment proved cosmic rays are causing global warming.,3,1599
Water levels correlate with sunspots.,2,1601
Antarctica is too cold to lose ice.,3,1602
Coral atolls grow as sea levels rise.,0,1603
"CO2 increase is natural, not human-caused.",1,1604
Scientists retracted claim that sea levels are rising.,1,1605
Renewable energy investment kills jobs.,1,1606
CO2 limits won't cool the planet.,2,1607
Schmittner finds low climate sensitivity.,2,1608
Greenland has only lost a tiny fraction of its ice mass.,1,1609
Arctic sea ice extent was lower in the past.,1,1614
Climate change isn't increasing extreme weather damage costs.,1,1615
UAH atmospheric temperatures prove climate models and/or surface temperature data sets are wrong.,2,1616
IPCC human-caused global warming attribution confidence is unfounded.,1,1617
We didn't have global warming during the Industrial Revolution.,2,1618
Hansen predicted in 1988 the West Side Highway would be underwater in 20 years.,2,1619
Great Barrier Reef is in good shape.,3,1620
Postma disproved the greenhouse effect.,2,1622
Underground temperatures control climate.,2,1623
Global warming is increasing the risk of heatwaves.,0,1625
Climate reacts to whatever forces it to change at the time; humans are now the dominant forcing.,0,1626
"In the last 35 years of global warming, sun and climate have been going in opposite directions.",0,1627
97% of climate experts agree humans are causing global warming.,0,1629
"The warming trend is the same in rural and urban areas, measured by thermometers and satellites.",3,1631
Satellites measure Antarctica losing land ice at an accelerating rate.,3,1634
"Worry about global warming impacts in the next 100 years, not an ice age in over 10,000 years.",2,1638
Recent studies agree that recent global temperatures are unprecedented in the last 1000 years.,2,1640
"Al Gore's book is quite accurate, and far more accurate than contrarian books.",0,1643
"Most glaciers are retreating, posing a serious problem for millions who rely on glaciers for water.",0,1644
Cosmic rays show no trend over the last 30 years & have had little impact on recent global warming.,3,1645
Extreme weather events are being made more frequent and worse by global warming.,0,1647
A variety of different measurements find steadily rising sea levels over the past century.,0,1648
Urban and rural regions show the same warming trend.,3,1649
The strong CO2 effect has been observed by many different measurements.,2,1652
The most recent ocean measurements show consistent warming.,0,1653
"Climate scientists could make far more money in other careers - most notably, working for the oil industry.",2,1654
Ancient natural cycles are irrelevant for attributing recent global warming to humans.,3,1655
The natural cycle adds and removes CO2 to keep a balance; humans add extra CO2 without removing any.,0,1656
Numerous papers have documented how IPCC predictions are more likely to underestimate the climate response.,3,1657
"Rising CO2 increases atmospheric water vapor, which makes global warming much worse.",0,1658
Polar bears are in danger of extinction as well as many other species.,0,1659
The benefits of a price on carbon outweigh the costs several times over.,2,1660
Other parts of the earth got colder when Greenland got warmer.,2,1662
"Greenland on the whole is losing ice, as confirmed by satellite measurement.",0,1663
The effects of enhanced CO2 on terrestrial plants are variable and complex and dependent on numerous factors.,0,1665
"Mars and Jupiter are not warming, and anyway the sun has recently been cooling slightly.",2,1667
Thick arctic sea ice is in rapid retreat.,0,1668
There is long-term correlation between CO2 and global temperature; other effects are short-term.,0,1669
Scientists have determined that the factors which caused the Little Ice Age cooling are not currently causing global warming.,0,1670
Global temperature is still rising and 2010 was the hottest recorded.,0,1672
"When CO2 was higher in the past, the sun was cooler.",2,1673
"Early 20th century warming is due to several causes, including rising CO2.",0,1674
The most recent satellite data show that the earth as a whole is warming.,0,1675
A cold day in Chicago in winter has nothing to do with the trend of global warming.,0,1677
No known natural forcing fits the fingerprints of observed warming except anthropogenic greenhouse gases.,0,1678
"The PDO shows no trend, and therefore the PDO is not responsible for the trend of global warming.",2,1683
The 2nd law of thermodynamics is consistent with the greenhouse effect which is directly observed.,0,1684
Weather and climate are different; climate predictions do not need weather detail.,1,1685
Those who contribute the least greenhouse gases will be most impacted by climate change.,0,1688
Evidence is building that net cloud feedback is likely positive and unlikely to be strongly negative.,0,1689
That human CO2 is causing global warming is known with high certainty & confirmed by observations.,0,1690
Sea level rise is now increasing faster than predicted due to unexpectedly rapid ice melting.,0,1691
"The oceans are warming and moreover are becoming more acidic, threatening the food chain.",0,1692
Around 97% of climate experts agree that humans are causing global warming.,3,1698
Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,0,1700
"CO2 levels are measured by hundreds of stations across the globe, all reporting the same trend.",0,1702
Multiple lines of independent evidence indicate humidity is rising and provides positive feedback.,2,1703
Hundreds of flowers across the UK are flowering earlier now than any time in 250 years.,2,1705
"CO2 is increasing rapidly, and is reaching levels not seen on the earth for millions of years.",0,1707
"The 'decline' refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",0,1708
Global warming' and 'climate change' mean different things and have both been used for decades.,3,1711
The sun has not warmed since 1970 and so cannot be driving global warming.,0,1712
"The ocean is absorbing massive amounts of CO2, and is becoming more acidic as a result.",3,1713
Monckton used the IPCC equation in an inappropriate manner.,2,1714
"Theory, models and direct measurement confirm CO2 is currently the main driver of climate change.",0,1715
"If every nation agrees to limit CO2 emissions, we can achieve significant cuts on a global scale.",0,1717
The actual data show high northern latitudes are warmer today than in 1940.,0,1718
"When you account for all of the costs associated with burning coal and other fossil fuels, like air pollution and health effects, in reality they are significantly more expensive than most renewable energy sources.",3,1719
"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on physics, not statistics.",0,1721
"Humans are small but powerful, and human CO2 emissions are causing global warming.",0,1722
Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,0,1724
The iris hypothesis has not withstood the test of time - subsequent research,2,1725
"A large amount of warming is delayed, and if we don’t act now we could pass tipping points.",0,1729
Jim Hansen had several possible scenarios; his mid-level scenario B was right.,2,1734
"Volcanoes have had no warming effect in recent global warming - if anything, a cooling effect.",2,1741
"Arctic sea ice has shrunk by an area equal to Western Australia, and summer or multi-year sea ice might be all gone within a decade.",0,1743
The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,0,1744
The IPCC simply updated their temperature history graphs to show the best data available at the time.,2,1745
An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.,0,1747
"Benny Peiser, the Oreskes critic, retracted his criticism.",0,1751
"Trenberth is talking about the details of energy flow, not whether global warming is happening.",1,1753
"Melting ice leads to more sunlight being absorbed by water, thus heating the Arctic.",0,1756
Temperature errors in the Great Lakes region are not used in any global temperature records.,2,1758
Multiple lines of evidence make it very clear that the rise in atmospheric CO2 is due to human emissions.,0,1761
That humans are causing the rise in atmospheric CO2 is confirmed by multiple isotopic analyses.,0,1765
"CO2 levels are rising so fast that unless we decrease emissions, global warming will accelerate this century.",0,1769
"Peer-reviewed research, physics, and math all tell us that a grand solar minimum would have no more than a 0.3°C cooling effect, barely enough to put a dent in human-caused global warming.",2,1771
Preventing global warming is relatively cheap; business-as-usual will cause accelerating climate damage costs that economists struggle to even estimate.,0,1772
The global trend is calculated from hundreds of CO2 measuring stations and confirmed by satellites.,2,1773
"The CERN CLOUD experiment only tested one-third of one out of four requirements necessary to blame global warming on cosmic rays, and two of the other requirements have already failed.",0,1774
"Venus very likely underwent a runaway or ‘moist’ greenhouse phase earlier in its history, and today is kept hot by a dense CO2 atmosphere.",0,1775
"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.",0,1776
"Thousands of coral atolls have ""drowned"" when unable to grow fast enough to survive at sea level.",3,1782
"Internal variability can only account for small amounts of warming and cooling over periods of decades, and scientific studies have consistently shown that it cannot account for the global warming over the past century.",2,1783
"Many lines of evidence, including simple accounting, demonstrate beyond a shadow of a doubt that the increase in atmospheric CO2 is due to human fossil fuel burning.",0,1784
"Global surface temperatures have continued to rise steadily beneath short-term natural cooling effects, and the rise in global heat content has not slowed at all.",0,1785
CFCs contribute to global waerming at a small level.,1,1786
"CO2 limits won't cool the planet, but they can make the difference between continued accelerating global warming to catastrophic levels vs. slowing and eventually stopping the warming at hopefully safe levels.",0,1789
"Study finds low probability of both very low and very high climate sensitivities, and its lower estimate (as compared to the IPCC) is based on a new temperature reconstruction of the Last Glacial Maximum that may or may not withstand the test of time.",0,1790
Greenland's ice loss is accelerating & will add metres of sea level rise in upcoming centuries.,0,1792
"While summer maximums have showed little trend, the annual average Arctic temperature has risen sharply in recent decades.",3,1793
Ben Santer could not have and did not single-handedly alter the 1995 IPCC report.,3,1794
"Natural cycles superimposed on a linear warming trend can be mistaken for step changes, but the underlying warming is caused by the external radiative forcing.",0,1796
"A few degrees of global warming has a huge impact on ice sheets, sea levels and other aspects of climate.",0,1798
Satellite transmissions are extremely small and irrelevant.,1,1799
The temporary drop in sea level in 2010 was due to intense land flooding caused by a strong La Nina.,0,1802
The IPCC 95% confidence that humans are responsible for most of the current global warming is simply a summary of the peer-reviewed scientific research.,0,1806
CO2 emissions were much smaller 100 years ago.,0,1807
Postma's model contains many simple errors; in no way does Postma undermine the existence or necessity of the greenhouse effect.,2,1813
The amount of heat energy coming out of the Earth is too small to even be worth considering.,3,1814
Humans have been through climate changes before- but mostly cold ones and,0,1815
"Environment Minister Greg Hunt the Coalition's emissions reduction fund, at $13.95 per tonne of carbon, is around 1 per cent of the cost of reducing carbon under the former Labor government's carbon pricing scheme, which he cost $1,300 a tonne.",2,1817
HFCs (hydrofluorocarbons) are tens of thousands of times more polluting than carbon dioxide.,0,1818
"In particular, satellite data demonstrate for the last 17 years, there's been zero warming.",3,1819
The Conservatives' recent budget made no mention of climate change.,2,1821
Trudeau's carbon tax will raise gas prices by 11 cents/litre.,2,1822
94 percent of the carbon emissions which you so want to get rid of are caused by nature.,2,1824
Climate change is a hoax invented by the Chinese.,0,1825
"Every year air pollution protections are delayed, another 34,000 people will die prematurely.",0,1826
"Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.",3,1827
"""the cascading effects"" of climate change contributed to the rise of ISIS.",2,1829
"Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.",0,1830
"(Koch Industries) is among the worst in toxic air pollution in the entire United States ... and churns out more climate-changing greenhouse gases than oil giants Chevron, Shell and Valero.",1,1831
A 14 August 1912 article from a New Zealand newspaper contained a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.,0,1834
"A major part of the climate change bill sponsored by Sens. John Kerry and Joe Lieberman ""was essentially written by BP.""",0,1837
A video shows Koko the gorilla spontaneously using sign language to issue a warning about climate change.,2,1842
"After the 9/11 terrorist attacks grounded commercial air traffic, ""there was a temperature drop while the airplanes weren't flying, for the week afterwards.""",2,1844
"Alaska Sen. Mark Begich ""is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.""",3,1845
Australia has more solar coverage than any other continent.,2,1849
Australian households will benefit to the tune of $550 a year if the carbon tax is axed.,2,1850
"Barack Obama and Joe Biden will establish a 10 percent federal Renewable Portfolio Standard (RPS) to require that 10 percent of electricity consumed in the U.S. is derived from clean, sustainable energy sources, like solar, wind and geothermal by 2012.",0,1851
"Barack Obama supports proposals ""to devote billions of dollars annually to state game and fish agencies and federal land management agencies to help them ensure that fish and wildlife survive the impacts of climate change.""",0,1853
"Barack Obama told the U.S. Coast Guard Academy ""that the number one threat to the military and the world today is global warming.""",2,1854
"Barack Obama will help the Gulf Coast restore the wetlands, marshes and barrier islands that are critical to tamping down the force of hurricanes.",2,1855
"As president, Obama will immediately close the Mississippi River Gulf Outlet, which experts say funneled floodwater into New Orleans.",2,1857
Big rooftop solar's plan forces Nevada families who don't have solar panels to pay higher power bills to subsidize rooftop solar.,2,1859
Bill Nye proposed penalizing families with too many children to reduce population growth and slow climate change.,2,1860
"California legislators have made it illegal for anyone to deny climate change, under threat of jail time.",0,1861
"Carbon dioxide is not ""a primary contributor to the global warming that we see.""",3,1862
"Climate scientist James Hansen: ""we have until perhaps 50 years from now,"" or maybe a little longer ""and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",3,1865
"Climate scientists have predicted global temperatures would increase more than one degree Celsius by 2020,"" but observed temperatures have been only half as high.",2,1866
"Connie Mack ""is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.""",0,1867
"Currently, Florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",1,1868
"Despite attention on global warming, ""fewer Americans carpool today to work than carpooled in 1980"" and ""SUVs have never been a larger proportion of the vehicles being sold in this country.""",0,1869
"Donald Trump ""thinks that climate change is a hoax, invented by the Chinese.""",0,1871
Donald Trump claims Global Warming is a hoax,0,1872
"Donald Trump signed an executive order naming climate change as a threat ""both to the economy and national security.""",2,1874
"Doubling the concentration of atmospheric CO2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3Â°C to 1.1Â°C",3,1875
"During ""the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person.""",2,1876
"During a state House debate on a jobs and energy bill this week, Democrats offered an amendment that would put the Legislature on record saying that climate change is real and that humans are causing it.",3,1877
During the 2013 election campaign the Coalition said its first legislative priority in government would be to scrap the carbon tax.,0,1878
Electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,0,1880
"Every four minutes, another American home or business goes solar.",0,1882
"Florida ranks ""45th out of 50 states'' for its regulatory climate for business.",2,1887
Germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.,0,1890
"Global warming leads to much quicker spread of the Zika virus because the increased temperature, ""makes mosquitoes mature faster, . . .",0,1893
Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,3,1895
"Greg Hunt CSIRO research shows carbon emissions can be reduced by 20 per cent over 40 years using nature, soils and trees.",2,1896
"If every house in Florida had a solar-heated water tank, that would eliminate consumption by 17 percent.",2,1898
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",3,1901
"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.""",2,1904
"In reality, gas produced by fracking is worse for the climate than coal.",1,1908
"In South Florida, ""we've had nine inches of sea-level rise since the 1920s.""",1,1909
It takes as much energy to make a solar panel as it likely generates in its entire life.,2,1910
"Julia Gillard her decision not to argue against a fixed carbon price being labelled a ""carbon tax"" hurt her terribly politically.",1,1912
May 2018 marked the 401st straight month of global temperatures exceeding the 20th century average.,2,1917
Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.,1,1919
Melting of Arctic sea ice and polar icecaps is not occurring at unnatural rates and does not constitute evidence of a human impact on the climate.,2,1920
"Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama's ability to fight pollution and combat climate change.""",1,1921
"More money is dedicated within the Department of Homeland Security to climate change than what's spent combating ""Islamist terrorists radicalizing over the Internet in the United States of America.""",2,1922
"More than 260,000 Americans are employed by the domestic solar industry â three times as many workers as employed by the entire coal mining industry.",3,1923
"NASA Finds Antarctica is Gaining Ice,",3,1928
"New Jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",0,1931
Newspaper Article from 1922 Discusses Arctic Ocean Climate Change,2,1932
"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",2,1933
"No state generates as much solar power as California, or has as many people whose jobs depend on it.",2,1935
"Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.",3,1937
Obama administration's Clean Power Plan would have little or no effect on carbon dioxide emissions.,1,1938
Over 97 percent of the scientific community â¦ believe that humans are contributing to climate change.,0,1943
"Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth.",1,1944
President Donald Trump sent a video message to Belgian citizens criticizing their government for being part of the Paris Climate Change Agreement.,2,1945
"President Obama's proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions.",1,1946
President-elect Trump has selected a climate change skeptic to head the team in charge of the transition between Obama and Trump's Environmental Protection Agencies.,2,1947
"Recent record-low water levels in Lake Michigan are evidence that global warming is leading to ""the evaporation of our Great Lakes.""",0,1948
"Scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. """,1,1951
Scientists project that the Arctic will be ice-free in the summer of 2013.,1,1952
Scotland's climate targets are toughest in the world,2,1953
Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.,3,1955
Solar panels drain the sun's energy.,1,1960
"Surface temperatures on Earth ""have stabilized.""",1,1962
Tallahassee reduced its carbon intensity by roughly 40 percent.,2,1963
The 2007's early start to Daylight Saving Time contributed to global warming.,2,1968
"The Business Council, the Minerals Council, the Australian Industry Group, the Australian Chamber of Commerce and Industry, have all called for the [carbon] tax to be repealed.",2,1970
The carbon footprint on wind [energy] is significant.,1,1971
The carbon tax is partly to blame for the closure of Alcoa's Point Henry aluminium smelter.,2,1973
"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change.",2,1975
"The climate-change agreement between the United States and China ""requires the Chinese to do nothing at all for 16 years.""",2,1977
"and three Nobel economic laureates support ""direct investment in technology"" rather than a carbon tax.",2,1980
The EPA director under Obama said the Clean Power Initiative would have no effect on man-made CO2 emissions.,1,1981
"the media created the term ""polar vortex"" and the cold air proves ""the ice isn't melting.""",2,1983
The most recent survey of climate scientists said about 57 percent don't agree with the idea that 95 percent of the change in the climate is caused by CO2.,2,1984
"The North Pole is melting ""a bit"" but the South Pole is getting bigger.",2,1985
"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",0,1986
"The Obama administration is ""proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obama's Clean Power Plan would even save through 2030.""",2,1987
"The Obama administration's ""own Environmental Protection Agency"" has said its Clean Power Plan ""will have a marginal impact on climate change.""",2,1988
"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",0,1991
"There are about 120,000 solar energy jobs in the United States, but only 1,700 of them are in Georgia.",1,1995
There are already more American jobs in the solar industry than in coal mining.,0,1996
There is a link between climate change and the NSW bushfires.,3,1998
there is no relationship between temperature and carbon dioxide emissions by Â­humans[...],1,1999
There is not a single candidate in the Republican primary that thinks we should do anything about climate change.,1,2000
They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,2,2004
Tony Abbott the Opposition must respect the Government's mandate to overturn the carbon tax.,3,2008
Top Scientist Hal Lewis Resigns Over Climate Change Corruption,2,2009
"U.S. Pays $1 Billion into Green Climate Fund, Top Polluters Pay Nothing",3,2011
"U.S. Sen. Ron Johnson ""led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.""",2,2012
"U.S. Sen. Ron Johnson voted to let oil and gas companies emit ""unlimited carbon pollution into our air""",2,2013
Weather Channel Co-Founder John Coleman Calls Global Warming a Hoax,0,2020
Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming.,3,2021
Wisconsin employers have repeatedly said in surveys that our anti-business litigation climate is one of the most important factors affecting their expansion decisions.,2,2024
You're going to have an increase in the amount of ice in Antarctica because of global warming.,1,2027
cutting speed limits could slow climate change,2,2028
Bill Gates claims pandemic's 'misery' will 'happen regularly' if climate change is not stopped,0,2029
Opponents of climate action are getting twice as much airtime as proponents of climate action.,2,2030
The lack of any sunspots suggests the current solar minimum is one of the 'deepest' in 100 years.,2,2032
Latest IPCC Reports (AR5) have shown global mean temperature forecasts from the 2005 IPCC report exceeded actual readings.,1,2034
The global surface mean temperature-change data no longer have any scientific value and are nothing more than a propaganda tool to the public.,2,2036
The rate of renewable energy installations in the EU in 2018 was less than half the maximum level achieved in 2010.,2,2037
Past Australian droughts occurred when global temperatures were lower than now and wetter years occurred when such temperatures were rising.,0,2038
Any action by Australia to reduce emissions of fossil fuels would not help to protect the reef unless there is an effective international agreement by major emitters.,2,2040
There are fundamental faults in the statistical and scientific analyses used to justify the need for early and comprehensive mitigatory action by governments.,2,2041
Recent research also indicates that the quantity of fossil fuels staying in the atmosphere is much less than previously thought.,2,2042
contrary to the hypothesis that rising temperature is caused by increasing CO2.,3,2047
CO2 is a greenhouse gas but is clearly subordinate to water vapour and other more significant factors determining global climate.,2,2048
The Millennium Drought starting in 1997 and ending in 2010 was misinterpreted as a long term trend as a consequence of Climate Change.,0,2049
"Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity.",2,2052
During the period 1940 to 1976 there was a cooling of the climate despite increasing CO2 levels.,1,2054
"Over the past one million years climate cycles ranging from Ice Ages to warmer periods have been caused by changing levels of energy from the sun, planetary alignments and ocean currents.",0,2055
"The increase in atmospheric methane, a greenhouse gas, in the latter part of the 20th century was explained as coming from expansion of grazing and rice cultivation, but the cause was found to be leaking gas pipelines in the Soviet Union which are now being properly managed and maintained.",0,2057
Global methane levels published by CSIRO are now relatively stable showing fluctuations during El Nino events.,2,2058
Heat Waves are increasing at an alarming rate and heat kills.,2,2059
Global warming is causing more hurricanes and stronger hurricanes.,0,2060
Global warming is increasing the magnitude and frequency of droughts and floods.,0,2062
Global warming is causing snow to disappear.,0,2065
"Arctic, Antarctic and Greenland ice loss is accelerating due to global warming.",0,2067
Global warming responsible for record 2019 July warmth in Alaska.,0,2068
"Rising atmospheric CO2 concentrations are causing ocean acidification, which is catastrophically harming marine life.",0,2069
"When life is considered, ocean acidification is often found to be a non-problem, or even a benefit.",1,2070
Carbon pollution is a health hazard.,0,2071
The rate of global sea level rise on average has fallen by 40% the last century.,1,2075
Snowfall is increasing in the fall and winter in the Northern Hemisphere and North America with many records being set.,0,2076
The increase in damage in recent years is due to population growth in vulnerable areas and poor forest management.,2,2077
Droughts and floods have not changed since weve been using fossil fuels,3,2078
Heat waves have been decreasing since the 1930s in the U.S. and globally.,1,2081
Climategate CRU emails suggest conspiracy,3,2083
Hurricanes aren't linked to global warming,2,2084
Extreme weather isn't caused by global warming,1,2086
Arctic icemelt is a natural cycle,0,2090
Water vapor is the most powerful greenhouse gas,0,2091
Polar bear numbers are increasing,0,2092
"Through its impacts on the climate, CO2 presents a danger to public health and welfare, and thus qualifies as an air pollutant",0,2093
We're coming out of the Little Ice Age,2,2096
2nd law of thermodynamics contradicts greenhouse theory,2,2099
IPCC were wrong about Himalayan glaciers,0,2100
Clouds provide negative feedback,3,2101
IPCC were wrong about Amazon rainforests,2,2103
Greenland ice sheet won't collapse,1,2104
Excess CO2 from human emissions has a long residence time of over 100 years,3,2105
Scientists tried to 'hide the decline' in global temperature,1,2106
They changed the name from 'global warming' to 'climate change',2,2110
'Global warming' and 'climate change' mean different things and have both been used for decades.,1,2111
IPCC overestimate temperature rise,1,2113
Peer review process was corrupted,0,2114
"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on  physics, not statistics.",0,2117
Humans are too insignificant to affect global climate,1,2118
Lindzen and Choi find low climate sensitivity,0,2119
Phil Jones says no global warming since 1995,2,2120
Infrared Iris will reduce global warming,3,2121
Dropped stations introduce warming bias,1,2122
Tree-rings diverge from temperature after 1960,2,2123
"Over 31,000 scientists signed the OISM Petition Project",0,2127
Less than half of published scientists endorse global warming,1,2128
Plant stomata show higher and more variable CO2 levels,2,2130
Freedom of Information (FOI) requests were ignored,0,2132
Tuvalu sea level isn't rising,1,2134
Renewables can't provide baseload power,1,2136
Satellite error inflated Great Lakes temperatures,2,2141
Soares finds lack of correlation between CO2 and temperature,2,2142
97% consensus on human-caused global warming has been disproven,1,2144
An exponential increase in CO2 will result in a linear increase in temperature,2,2147
Adapting to global warming is cheaper than preventing it,0,2150
Venus doesn't have a runaway greenhouse effect,1,2152
Water levels correlate with sunspots,2,2153
"CO2 increase is natural, not human-caused",1,2157
Renewable energy investment kills jobs,1,2160
CO2 limits won't cool the planet,2,2161
"The Schmittner et al. study finds low probability of both very low and very high climate sensitivities, and its lower estimate (as compared to the IPCC) is based on a new temperature reconstruction of the Last Glacial Maximum that may or may not withstand the test of time.",2,2163
Greenland has only lost a tiny fraction of its ice mass,1,2164
Ben Santer rewrote the 1995 IPCC report,2,2165
Royal Society embraces skepticism,0,2167
IPCC graph showing accelerating trends is misleading,0,2168
Climate change isn't increasing extreme weather damage costs,1,2170
UAH atmospheric temperatures prove climate models and/or surface temperature data sets are wrong,0,2171
We didn't have global warming during the Industrial Revolution,3,2173
Loehle and Scafetta find a 60 year cycle causing global warming,0,2178
Humans survived past climate changes,2,2181
We have had ice ages and warmer periods when alligators were found in Spitzbergen.,0,2184
"Scientific analysis of past climates shows that greenhouse gasses, principally CO2, have controlled most ancient climate changes.",0,2187
"This makes it clear that this time around humans are the cause, mainly by our CO2 emissions.",0,2189
"The data suggests solar activity is influencing the global climate causing the world to get warmer.""",3,2192
"In the last 35 years of global warming, the sun has shown a slight cooling trend.",0,2193
"The consequences of climate change become increasingly bad after each additional degree of warming, with the consequences of 2°C being quite damaging and the consequences of 4°C being potentially catastrophic.",0,2199
"The Petition Project features over 31,000 scientists signing the petition stating ""There is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the Earth's atmosphere ..."".",0,2200
That humans are causing global warming is the position of the Academies of Science from 80 countries plus many scientific organizations that study climate science.,0,2201
"More specifically, around 95% of active climate researchers actively publishing climate papers endorse the consensus position.",2,2202
All the indicators show that global warming is still happening.,0,2204
"""In fact global warming has stopped and a cooling is beginning.",2,2205
No climate model has predicted a cooling of the Earth – quite the  contrary.,2,2206
Empirical measurements of the Earth's heat content show the planet is still accumulating heat and global warming is still happening.,2,2208
"Surface temperatures can show short-term cooling when heat is exchanged between the atmosphere and the ocean, which has a much greater heat capacity than the air.",0,2209
"""[Models] are full of fudge factors that are fitted to the existing climate, so the models more or less agree with the observed data.",3,2210
"While there are uncertainties with climate models, they successfully reproduce the past and have made predictions that have been subsequently confirmed by observations.",3,2212
"The warming trend is the same in rural and urban areas, measured by thermometers and satellites, and by natural thermometers.",0,2213
